stock_id,date,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2330,2012-03-23,29495296,2502726135,85.0,85.4,84.4,85.4,0.2,7136
2330,2012-03-26,59940923,4994279778,85.1,85.1,82.5,83.6,-1.8,12949
2330,2012-03-27,38560309,3278129021,85.0,85.8,84.3,85.8,2.2,12672
2330,2012-03-28,28304065,2423045022,86.5,86.5,84.6,85.5,-0.3,7402
2330,2012-03-29,49939887,4189509235,84.5,84.5,83.4,84.1,-1.4,9545
2330,2012-03-30,43825171,3674698400,83.7,84.9,82.9,84.9,0.8,9943
2330,2012-04-02,23685785,2004876504,84.8,85.2,84.0,85.1,0.2,5739
2330,2012-04-03,31283310,2645055555,85.0,85.0,83.8,85.0,-0.1,9307
2330,2012-04-05,47674092,3981054535,83.3,84.0,83.1,83.1,-1.9,10496
2330,2012-04-06,34112593,2850369829,84.0,84.0,83.1,83.8,0.7,6984
2330,2012-04-09,23247382,1924344706,82.0,83.6,82.0,83.0,-0.8,4830
2330,2012-04-10,33387462,2750637584,83.1,83.5,81.8,82.0,-1.0,8736
2330,2012-04-11,40770099,3375902298,82.0,83.5,81.7,82.4,0.4,9982
2330,2012-04-12,39454847,3237579871,82.5,82.7,81.5,82.6,0.2,9060
2330,2012-04-13,44743187,3771618241,83.4,85.0,82.7,84.9,2.3,12532
2330,2012-04-16,19776331,1673137250,84.6,85.0,83.8,84.9,0.0,6073
2330,2012-04-17,29502643,2483240605,84.9,84.9,83.4,83.8,-1.1,8235
2330,2012-04-18,32818738,2781054178,85.0,85.0,84.4,85.0,1.2,9007
2330,2012-04-19,31617591,2694071757,84.5,85.8,84.3,85.8,0.8,11044
2330,2012-04-20,29213382,2479584488,85.0,85.7,84.1,84.3,-1.5,7475
2330,2012-04-23,20351923,1709684570,84.2,84.6,83.4,84.3,0.0,4905
2330,2012-04-24,33319546,2803922726,83.8,84.6,83.6,84.6,0.3,7216
2330,2012-04-25,49611004,4186151236,84.9,84.9,83.9,84.2,-0.4,6924
2330,2012-04-26,21066491,1764147209,84.2,84.2,83.5,84.0,-0.2,7253
2330,2012-04-27,118848912,10407797340,87.0,89.8,86.0,86.0,2.0,22211
2330,2012-04-30,47647085,4118427614,86.3,87.4,85.7,86.8,0.8,10555
2330,2012-05-02,48249908,4247465384,87.0,88.9,86.8,88.4,1.6,15172
2330,2012-05-03,27728263,2456489599,88.4,89.0,87.9,88.9,0.5,8764
2330,2012-05-04,37719753,3300691040,86.7,88.0,86.7,87.6,-1.3,8630
2330,2012-05-07,47917069,4093394049,86.5,86.5,85.0,85.6,-2.0,11459
2330,2012-05-08,45836390,3886158622,86.0,86.0,84.4,84.4,-1.2,11893
2330,2012-05-09,41263531,3480408222,83.9,85.2,83.5,84.6,0.2,10938
